date,serial_number,model,capacity_bytes,failure,read-error-rate-normal,read-error-rate-raw,throughput-performance-normal,throughput-performance-raw,spin-up-time-normal,spin-up-time-raw,start/stop-count-normal,start/stop-count-raw,reallocated-sectors-count-normal,reallocated-sectors-count-raw,seek-error-rate-normal,seek-error-rate-raw,seek-time-performance-normal,seek-time-performance-raw,power-on-hours-normal,power-on-hours-raw,spin-retry-count-normal,spin-retry-count-raw,recalibration-retries-normal,recalibration-retries-raw,power-cycle-count-normal,power-cycle-count-raw,soft-read-error-rate-normal,soft-read-error-rate-raw,current-helium-level-normal,current-helium-level-raw,available-reserved-space-normal,available-reserved-space-raw,ssd-wear-leveling-count-normal,ssd-wear-leveling-count-raw,unexpected-power-loss-count-normal,unexpected-power-loss-count-raw,power-loss-protection-failure-normal,power-loss-protection-failure-raw,wear-range-delta-normal,wear-range-delta-raw,used-reserved-block-count-total-normal,used-reserved-block-count-total-raw,unused-reserved-block-count-total-normal,unused-reserved-block-count-total-raw,program-fail-count-total-normal,program-fail-count-total-raw,erase-fail-count-normal,erase-fail-count-raw,sata-downshift-error-count-normal,sata-downshift-error-count-raw,end-to-end-error-normal,end-to-end-error-raw,reported-uncorrectable-errors-normal,reported-uncorrectable-errors-raw,command-timeout-normal,command-timeout-raw,high-fly-writes-normal,high-fly-writes-raw,temperature-difference-normal,temperature-difference-raw,g-sense-error-rate-normal,g-sense-error-rate-raw,power-off-retract-count-normal,power-off-retract-count-raw,load-cycle-count-normal,load-cycle-count-raw,temperature-normal,temperature-raw,hardware-ecc-recovered-normal,hardware-ecc-recovered-raw,reallocation-event-count-normal,reallocation-event-count-raw,current-pending-sector-count-normal,current-pending-sector-count-raw,(offline)-uncorrectable-sector-count-normal,(offline)-uncorrectable-sector-count-raw,ultradma-crc-error-count-normal,ultradma-crc-error-count-raw,multi-zone-error-rate-normal,multi-zone-error-rate-raw,data-address-mark-errors-normal,data-address-mark-errors-raw,flying-height-normal,flying-height-raw,vibration-during-write-normal,vibration-during-write-raw,disk-shift-normal,disk-shift-raw,loaded-hours-normal,loaded-hours-raw,load/unload-retry-count-normal,load/unload-retry-count-raw,load-friction-normal,load-friction-raw,load/unload-cycle-count-normal,load/unload-cycle-count-raw,load-'in'-time-normal,load-'in'-time-raw,life-left-(ssds)-normal,life-left-(ssds)-raw,endurance-remaining-normal,endurance-remaining-raw,media-wearout-indicator-(ssds)-normal,media-wearout-indicator-(ssds)-raw,average-erase-count-and-maximum-erase-count-normal,average-erase-count-and-maximum-erase-count-raw,good-block-count-and-system(free)-block-count-normal,good-block-count-and-system(free)-block-count-raw,head-flying-hours-normal,head-flying-hours-raw,total-lbas-written-normal,total-lbas-written-raw,total-lbas-read-normal,total-lbas-read-raw,read-error-retry-rate-normal,read-error-retry-rate-raw,minimum-spares-remaining-normal,minimum-spares-remaining-raw,newly-added-bad-flash-block-normal,newly-added-bad-flash-block-raw,free-fall-protection-normal,free-fall-protection-raw
2021-04-01,7010A09FF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,2596,100,3,100,0,100,0,100,0,88,4837,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,7,100,23,,,100,0,100,0,100,0,200,0,,,,,,,,,100,34340865,88,4821,100,0,100,0,,,100,593,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,PL2331LAHDK1UJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,100,144,532,100,13,100,0,100,0,113,42,95,36771,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,545,100,545,222,27,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,2AGGJB6Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,100,0,100,0,100,5,100,0,100,0,100,0,98,17119,100,0,,,100,5,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,663,100,663,250,24,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,ZA12ASN7,ST8000NM0055,8E+12,1,83,188293656,,,86,0,100,7,100,40,84,272489567,,,62,33673,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,100,0,97,3,100,0,100,0,63,37,95,11568,100,2,75,50402,37,37,23,188293656,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33650,100,73323851472,100,2.56E+11,,,,,,,,
2021-04-03,Z7OVTDBTT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,100,0,100,1501,100,17,100,0,100,0,100,0,58,17016,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,100,2,100,466,100,30,,,100,0,100,0,100,0,200,6,,,,,,,,,100,0,59,16778,100,0,100,0,,,100,259,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-28,Z7OVTDC0T,TOSHIBA MQ01ABF050M,5E+11,1,100,0,100,0,100,1475,100,43,100,0,100,0,100,0,59,16430,100,0,,,100,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,3,91,92681,100,39,,,100,0,100,0,100,0,200,0,,,,,,,,,100,0,60,16007,100,0,100,0,,,100,259,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZA12WYY2,ST8000NM0055,8.00156E+12,0,83,206965360,,,84,0,100,8,100,0,91,1390008902,,,57,38024,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,67,33,95,10823,100,2,77,47312,33,33,1,206965360,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37867,100,83709181872,100,2.99082E+11,,,,,,,,
2021-04-17,ZA180QHB,ST8000NM0055,8E+12,1,73,64049752,,,89,0,100,15,100,24,96,3687886876,,,64,32309,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,53,47,96,9284,100,10,78,44853,47,47,78,64049752,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,32258,100,69817172016,100,2.42E+11,,,,,,,,
2021-06-19,177QT3DQT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,100,0,100,1513,100,10,100,0,100,0,100,0,14,34618,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,100,3,100,2174,100,38,,,100,0,100,488,100,0,200,0,,,,,,,,,100,0,14,34618,100,0,100,0,,,100,184,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-06,PL2331LAHA7TNJ,HGST HMS5C4040BLE640,4.00079E+12,1,100,0,134,102,142,541,100,13,100,0,100,0,113,42,95,38361,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,492,100,492,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,ZHZ6361T,ST12000NM0008,1.20001E+13,1,63,201760964,,,98,0,100,2,100,408,88,604310734,,,88,11303,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,36,64,100,38659031106,,,62,38,,,100,0,99,2007,38,38,1,201760964,,,100,8,100,8,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10926,100,58135818984,100,1.64723E+11,,,,,,,,
2021-06-09,ZL2300QV,ST16000NM001G,1.60009E+13,1,82,153223440,,,98,0,100,2,100,0,71,12423445,,,100,612,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,0,100,749,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,394,100,1077046832,100,2006979396,,,,,,,,
2021-04-01,S301NGZV,ST4000DM000,4.00079E+12,0,110,28368664,,,91,0,100,15,100,0,87,667082200,,,46,47529,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,100,0,71,29,100,0,100,0,92,17454,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47397,100,61383956288,100,8.91777E+11,,,,,,,,
2021-04-20,ZHZ26ZE7,ST12000NM0008,1.2E+13,1,83,191153400,,,90,0,100,25,100,408,75,33051857,,,85,13411,100,0,,,100,24,,,,,,,,,,,,,,,,,,,,,,,,,,,92,8,100,0,,,71,29,,,100,51,100,719,29,29,1,191153400,,,100,8,100,8,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,13312,100,68719469800,100,1.91E+11,,,,,,,,
2021-04-01,PL1331LAHBSG3H,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,103,142,542,100,10,100,0,100,0,113,42,95,36104,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,499,100,499,230,26,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,3060A002F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7899,100,3,100,0,100,0,100,0,86,5750,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,1,100,18,100,19,,,100,0,100,0,100,0,200,0,,,,,,,,,100,52297730,86,5629,100,0,100,0,,,100,589,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,Z304KR3B,ST4000DM000,4.00079E+12,0,119,232278392,,,92,0,100,10,100,0,87,641284686,,,46,47540,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,1,96,9317,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47472,100,60410610144,100,2.66464E+11,,,,,,,,
2021-04-01,PL2331LAHDAW8J,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,102,147,526,100,10,100,0,100,0,113,42,95,36604,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,390,100,390,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,Z304JL33,ST4000DM000,4.00079E+12,1,118,193239152,,,92,0,100,17,100,8,90,952297790,,,44,49661,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,21,79,100,0,79,21,100,0,100,0,78,22,100,0,100,2,97,6218,22,22,,,,,99,304,99,304,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49573,100,61464831072,100,3.61161E+11,,,,,,,,
2021-04-01,AAG6Y3JH,HGST HUH721212ALN604,1.20001E+13,0,100,0,100,0,100,0,100,1,100,0,100,0,100,0,98,17818,100,0,,,100,1,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,658,100,658,253,22,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,8DJ0SB7H,HGST HUH721212ALE604,1.20001E+13,0,100,0,132,96,100,0,100,2,100,0,100,0,128,18,100,3380,100,0,,,100,2,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,312,100,312,206,29,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,S301PRTA,ST4000DM000,4.00079E+12,0,119,220223112,,,91,0,100,11,100,0,90,944861307,,,47,46845,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,81,19,100,0,100,2,37,127459,19,19,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46050,100,44159261256,100,3.25821E+11,,,,,,,,
2021-06-05,Z302SW05,ST4000DM000,4.00079E+12,1,116,116020272,,,91,0,100,16,89,14176,74,26950073,,,43,49991,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,94,6,100,0,1,234,100,0,100,0,76,24,100,0,100,1,94,13301,24,24,,,,,96,696,96,696,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49868,100,66570545152,100,7.8168E+11,,,,,,,,
2021-04-30,ZJV4EXPB,ST12000NM0007,1.2E+13,1,74,26656072,,,93,0,100,6,100,640,82,157896927,,,84,14133,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,67,33,,,100,159,100,1053,33,33,74,26656072,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,13937,100,69794328808,100,2.11E+11,,,,,,,,
2021-04-01,40X0A0PDF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7822,100,2,100,0,100,0,100,0,86,5752,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17,100,0,100,20,100,31,,,100,0,100,0,100,0,200,0,,,,,,,,,100,136052738,86,5740,100,0,100,0,,,100,592,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,PL2331LAH8U4VJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,103,142,541,100,10,100,0,100,0,113,42,95,36107,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,395,100,395,240,25,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,2AGMPG7Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,132,96,100,0,100,3,100,0,100,0,128,18,98,14400,100,0,,,100,3,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,690,100,690,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,Z304JHH7,ST4000DM000,4E+12,1,118,181335368,,,92,0,100,13,100,0,89,832396469,,,45,48440,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,100,0,92,8,100,0,100,0,100,0,79,21,100,0,100,0,96,9787,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48331,100,60059199944,100,3.5E+11,,,,,,,,
2021-04-08,S2ZYJ9FG405054,ST500LM012 HN,5E+11,1,100,230,252,0,94,1984,100,15,252,0,252,0,252,0,100,33852,252,0,100,507,100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,36,252,0,,,64,32,100,0,252,0,252,0,252,0,200,0,100,86396,,,,,,,,,,,100,507,,,86,144378,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,Y0E0A07DF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,100,0,100,7807,100,3,100,0,100,0,100,0,91,3702,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8808,100,2,100,127,100,36,,,100,0,100,0,100,0,200,0,,,,,,,,,100,1310721,92,3318,100,0,100,0,,,100,536,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-19,20W0A0RGF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,100,0,100,7636,100,3,100,0,100,0,100,0,92,3259,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,10,100,25,,,100,0,100,1,100,1,200,0,,,,,,,,,100,152305665,92,3245,100,0,100,0,,,100,533,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-23,ZCH0AJ6D,ST12000NM0007,1.2E+13,1,71,13416064,,,89,0,100,19,100,144,82,13338755060,,,68,28747,100,0,,,100,18,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,4295032833,,,68,32,,,100,503,99,2283,32,32,71,13416064,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,28409,100,63377386608,100,2.96E+11,,,,,,,,
2021-04-08,PL1331LAHD1GBH,HGST HMS5C4040BLE640,4E+12,1,100,0,134,103,100,438,100,8,100,0,100,0,113,42,94,42218,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,436,100,436,193,31,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,ZL004L1L,ST12000NM0008,1.20001E+13,0,80,111490608,,,98,0,100,2,100,0,88,572206835,,,92,7025,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,77,23,,,100,0,100,946,23,23,1,111490608,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6889,100,23552377552,100,92528958551,,,,,,,,
2021-04-25,11J0A0CFF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,100,0,100,7835,100,1,100,0,100,0,100,0,97,1370,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,97,100,31,,,100,0,100,0,100,0,200,0,,,,,,,,,100,524289,98,1050,100,0,100,0,,,100,535,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-22,ZHZ4ESPM,ST12000NM0008,1.2E+13,1,63,224369192,,,97,0,100,3,100,3848,88,675853410,,,86,13041,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,53,47,100,0,,,62,38,,,100,161,100,821,38,38,3,224369192,,,100,488,100,488,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12916,100,68161034960,100,1.44E+11,,,,,,,,
2021-04-01,1080A0BJF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7874,100,2,100,0,100,0,100,0,82,7271,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,1,100,10,100,26,,,100,0,100,0,100,0,200,0,,,,,,,,,100,270139393,83,7058,100,0,100,0,,,100,594,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZA13R7FV,ST8000DM002,8.00156E+12,0,79,81473600,,,90,0,100,5,100,0,88,676752476,,,56,38769,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,68,32,89,23791,100,2,76,48388,32,32,1,81473600,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38705,100,81416489000,100,3.06138E+11,,,,,,,,
2021-04-01,AAG5YLKH,HGST HUH721212ALN604,1.20001E+13,0,100,0,100,0,100,0,100,5,100,0,100,0,100,0,98,18478,100,0,,,100,5,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,685,100,685,240,25,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,ZJV01XXD,ST12000NM0007,1.20001E+13,0,69,7138976,,,91,0,100,7,100,0,89,865360274,,,69,27527,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,68,32,,,100,446,97,7916,32,32,69,7138976,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,26581,100,66919723792,100,2.04572E+11,,,,,,,,
2021-05-14,Z305D6P8,ST4000DM000,4.00079E+12,1,101,144708833,,,91,0,100,14,100,0,89,863437901,,,48,46365,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,89,11,100,0,100,0,70,30,100,0,100,2,99,2930,30,30,,,,,100,24,100,24,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46292,100,59027391352,100,2.96469E+11,,,,,,,,
2021-04-01,ZLW0GQ8H,ST12000NM001G,1.20001E+13,0,80,89606056,,,96,0,100,4,100,0,80,93574766,,,93,6910,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,5,,,69,31,,,100,0,100,479,31,31,,,,,100,0,100,0,200,5,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6807,100,53543576432,100,91809984353,,,,,,,,
2021-06-23,Z305DFTG,ST4000DM000,4.00079E+12,1,118,182151440,,,93,0,100,7,100,16,89,865788701,,,46,47307,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,96,4,100,0,3,97,100,0,100,0,67,33,100,0,100,1,99,3155,33,33,,,,,100,96,100,96,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47231,100,59528523384,100,3.0328E+11,,,,,,,,
2021-04-27,Z305ASVA,ST4000DM000,4E+12,1,117,142790968,,,92,0,100,9,100,0,90,943294109,,,47,47164,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,100,0,22,78,100,0,100,0,100,0,78,22,100,0,100,0,83,34428,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46747,100,58887568704,100,2.86E+11,,,,,,,,
2021-04-28,Z302SZC4,ST4000DM000,4E+12,1,119,228219616,,,91,0,100,23,100,0,80,106681340,,,44,49365,100,0,,,100,23,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,99,1,100,0,100,0,71,29,100,0,100,0,94,12413,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,49150,100,65135323024,100,2.99E+11,,,,,,,,
2021-04-21,ZLW0GQTG,ST12000NM001G,1.2E+13,1,83,188880136,,,97,0,100,3,100,0,84,274256819,,,98,1962,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,1,100,604,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1754,100,23461591800,100,49240674531,,,,,,,,
2021-04-01,ZA1818AL,ST8000NM0055,8.00156E+12,0,79,88621992,,,89,0,100,10,100,0,96,3944515509,,,63,32623,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,62,38,64,73112,100,17,79,43821,38,38,79,88621992,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,32585,100,69295225176,100,2.64101E+11,,,,,,,,
2021-06-15,PL1331LAGSLXYH,HGST HMS5C4040ALE640,4.00079E+12,1,100,0,134,101,100,515,100,7,100,0,100,0,113,42,95,40078,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,690,100,690,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,PL2331LAH0WNGJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,102,100,443,100,7,100,0,100,0,113,42,94,43800,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,751,100,751,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,2AGM9R5Y,HGST HUH721212ALN604,1.20001E+13,0,100,0,100,0,100,0,100,4,100,0,100,0,100,0,98,16516,100,0,,,100,4,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,742,100,742,230,26,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,ZCH0AJ32,ST12000NM0007,1.20001E+13,0,81,128240408,,,89,0,100,18,100,0,87,470477001,,,68,28228,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,74,26,,,100,455,100,1882,26,26,81,128240408,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,27908,100,63523773064,100,2.87679E+11,,,,,,,,
2021-04-19,11J0A0PDF97G,TOSHIBA MG07ACA14TA,1.4E+13,1,100,0,100,0,100,8047,100,2,100,0,100,0,100,0,100,162,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,1,100,56,100,22,,,100,0,100,0,100,0,200,0,,,,,,,,,100,136052737,100,63,100,0,100,0,,,100,540,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-15,ZHZ3RMZK,ST14000NM0138,1.4E+13,1,73,185524872,,,91,0,100,24,100,128,86,372054661,,,97,2845,100,0,,,100,24,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,,,66,34,,,100,30,100,1025,34,34,2,185524872,,,100,40,100,40,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2027,100,36281171205,100,34462189262,,,,,,,,
2021-06-18,ZA13Y5VS,ST8000DM002,8.00156E+12,1,71,153178248,,,85,0,100,8,100,1801,92,1473943856,,,56,38661,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,1,116,100,0,100,0,68,32,93,14706,100,5,75,50805,32,32,15,153178248,,,96,2160,96,2160,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,38584,100,81508776816,100,2.79793E+11,,,,,,,,
2021-04-04,ZCH0BAMJ,ST12000NM0007,1.2E+13,1,81,129849072,,,89,0,100,11,74,13312,89,792534742,,,68,28079,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,364,100,0,,,67,33,,,100,496,100,1573,33,33,81,129849072,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,27823,100,63544090992,100,2.4E+11,,,,,,,,
2021-05-16,ZHZ4GAXL,ST14000NM0138,1.40005E+13,1,81,137079040,,,90,0,100,17,100,0,87,499861897,,,96,3590,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,78,22,100,2,,,79,21,,,100,25,100,1034,21,21,2,137079040,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2772,100,42515360195,100,62115169753,,,,,,,,
2021-04-30,ZA1818BG,ST8000NM0055,8E+12,1,45,85190066,,,89,0,100,16,94,26432,96,4275503080,,,63,32626,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,100,0,73,27,100,0,100,0,56,44,88,24513,100,4,78,45244,44,44,79,85190066,,,100,8,100,8,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,32571,100,69929314936,100,2.74E+11,,,,,,,,
2021-06-14,ZHZ50QXD,ST12000NM0008,1.20001E+13,1,76,127472864,,,90,0,100,10,96,6592,89,5118104423,,,86,12979,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,93,7,100,0,,,59,41,,,100,3,100,867,41,41,1,127472864,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12850,100,61383321248,100,1.66772E+11,,,,,,,,
2021-04-01,ZJV036WP,ST12000NM0007,1.20001E+13,0,83,187998736,,,89,0,100,11,100,0,85,292295270,,,72,25389,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,69,31,,,100,421,100,1652,31,31,83,187998736,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25097,100,54330621400,100,2.14412E+11,,,,,,,,
